ANGLE A0 A1 DATETIME
20 0.360125 0.072625 2023-10-30T15:58:39.812500
40 0.359375 0.072250 2023-10-30T15:58:46.328125
40 0.359125 0.072125 2023-10-30T15:58:46.328125
40 0.358250 0.072250 2023-10-30T15:58:46.328125
40 0.356875 0.071875 2023-10-30T15:58:46.328125
40 0.355000 0.071625 2023-10-30T15:58:46.328125
40 0.354125 0.071250 2023-10-30T15:58:46.328125
40 0.353750 0.070750 2023-10-30T15:58:46.328125
40 0.353125 0.070625 2023-10-30T15:58:46.328125
40 0.352125 0.070375 2023-10-30T15:58:46.328125
40 0.351125 0.070500 2023-10-30T15:58:46.328125
40 0.349625 0.070125 2023-10-30T15:58:46.328125
40 0.348500 0.069875 2023-10-30T15:58:46.328125
40 0.347875 0.069375 2023-10-30T15:58:46.328125
40 0.347000 0.069250 2023-10-30T15:58:46.343750
40 0.347000 0.068875 2023-10-30T15:58:46.343750
40 0.345375 0.068875 2023-10-30T15:58:46.343750
40 0.344125 0.068875 2023-10-30T15:58:46.343750
40 0.342375 0.068500 2023-10-30T15:58:46.343750
40 0.342000 0.068625 2023-10-30T15:58:46.343750
40 0.341375 0.067875 2023-10-30T15:58:46.343750
40 0.341125 0.067750 2023-10-30T15:58:46.343750
40 0.339875 0.067625 2023-10-30T15:58:46.343750
40 0.339000 0.067375 2023-10-30T15:58:46.343750
40 0.337125 0.067375 2023-10-30T15:58:46.343750
40 0.336375 0.066875 2023-10-30T15:58:46.343750
40 0.335750 0.066625 2023-10-30T15:58:46.343750
40 0.335625 0.066250 2023-10-30T15:58:46.343750
40 0.334375 0.066250 2023-10-30T15:58:46.343750
40 0.333250 0.066000 2023-10-30T15:58:46.343750
40 0.332000 0.066000 2023-10-30T15:58:46.343750
40 0.330625 0.065500 2023-10-30T15:58:46.343750
40 0.330250 0.065250 2023-10-30T15:58:46.343750
40 0.329750 0.064875 2023-10-30T15:58:46.343750
40 0.329250 0.065000 2023-10-30T15:58:46.343750
40 0.328125 0.064750 2023-10-30T15:58:46.343750
40 0.326625 0.064750 2023-10-30T15:58:46.343750
40 0.325250 0.064375 2023-10-30T15:58:46.343750
40 0.324750 0.064125 2023-10-30T15:58:46.343750
40 0.324250 0.063625 2023-10-30T15:58:46.343750
40 0.323625 0.063750 2023-10-30T15:58:46.343750
40 0.322625 0.063250 2023-10-30T15:58:46.343750
40 0.321625 0.063250 2023-10-30T15:58:46.343750
40 0.319750 0.063125 2023-10-30T15:58:46.359375
40 0.318875 0.062875 2023-10-30T15:58:46.359375
40 0.318500 0.062500 2023-10-30T15:58:46.359375
40 0.318250 0.062125 2023-10-30T15:58:46.359375
40 0.317375 0.062000 2023-10-30T15:58:46.359375
40 0.315875 0.062250 2023-10-30T15:58:46.359375
40 0.314625 0.062000 2023-10-30T15:58:46.359375
40 0.313750 0.061625 2023-10-30T15:58:46.359375
60 0.312750 0.061000 2023-10-30T15:58:52.875000
60 0.312750 0.060750 2023-10-30T15:58:52.875000
60 0.312250 0.060875 2023-10-30T15:58:52.875000
60 0.310625 0.060750 2023-10-30T15:58:52.875000
60 0.309375 0.060625 2023-10-30T15:58:52.875000
60 0.308250 0.060250 2023-10-30T15:58:52.875000
60 0.307625 0.060000 2023-10-30T15:58:52.875000
60 0.307250 0.059625 2023-10-30T15:58:52.875000
60 0.306875 0.059500 2023-10-30T15:58:52.875000
60 0.305500 0.059250 2023-10-30T15:58:52.875000
60 0.304750 0.059375 2023-10-30T15:58:52.875000
60 0.303000 0.058875 2023-10-30T15:58:52.875000
60 0.302500 0.058625 2023-10-30T15:58:52.875000
60 0.301750 0.058125 2023-10-30T15:58:52.875000
60 0.301375 0.058000 2023-10-30T15:58:52.875000
60 0.300250 0.058125 2023-10-30T15:58:52.875000
60 0.299500 0.058000 2023-10-30T15:58:52.875000
60 0.297625 0.057750 2023-10-30T15:58:52.875000
60 0.297000 0.057250 2023-10-30T15:58:52.890625
60 0.296500 0.056875 2023-10-30T15:58:52.890625
60 0.295750 0.056750 2023-10-30T15:58:52.890625
60 0.295125 0.056750 2023-10-30T15:58:52.890625
60 0.294000 0.056625 2023-10-30T15:58:52.890625
60 0.292875 0.056500 2023-10-30T15:58:52.890625
60 0.291625 0.056375 2023-10-30T15:58:52.890625
60 0.290875 0.056000 2023-10-30T15:58:52.890625
60 0.290875 0.055750 2023-10-30T15:58:52.890625
60 0.290250 0.055375 2023-10-30T15:58:52.890625
60 0.288750 0.055625 2023-10-30T15:58:52.890625
60 0.287750 0.055125 2023-10-30T15:58:52.890625
60 0.286000 0.054875 2023-10-30T15:58:52.890625
60 0.285625 0.054750 2023-10-30T15:58:52.890625
60 0.285000 0.054125 2023-10-30T15:58:52.890625
60 0.284625 0.054125 2023-10-30T15:58:52.890625
60 0.283625 0.054250 2023-10-30T15:58:52.890625
60 0.282625 0.054000 2023-10-30T15:58:52.890625
60 0.281000 0.053875 2023-10-30T15:58:52.890625
60 0.280250 0.053500 2023-10-30T15:58:52.890625
60 0.279750 0.053125 2023-10-30T15:58:52.890625
60 0.279500 0.052875 2023-10-30T15:58:52.890625
60 0.278125 0.053000 2023-10-30T15:58:52.890625
60 0.277500 0.052750 2023-10-30T15:58:52.890625
60 0.275875 0.052500 2023-10-30T15:58:52.890625
60 0.274875 0.052375 2023-10-30T15:58:52.890625
60 0.274375 0.051875 2023-10-30T15:58:52.890625
60 0.274500 0.051625 2023-10-30T15:58:52.890625
60 0.273625 0.051625 2023-10-30T15:58:52.890625
60 0.272375 0.051500 2023-10-30T15:58:52.906250
60 0.271625 0.051375 2023-10-30T15:58:52.906250
60 0.269750 0.051125 2023-10-30T15:58:52.906250
80 0.269375 0.050625 2023-10-30T15:58:59.421875
80 0.269125 0.050375 2023-10-30T15:58:59.421875
80 0.268750 0.050250 2023-10-30T15:58:59.421875
80 0.267625 0.050250 2023-10-30T15:58:59.421875
80 0.266500 0.050250 2023-10-30T15:58:59.421875
80 0.265000 0.050000 2023-10-30T15:58:59.421875
80 0.264500 0.049625 2023-10-30T15:58:59.421875
80 0.264250 0.049250 2023-10-30T15:58:59.421875
80 0.263625 0.049375 2023-10-30T15:58:59.421875
80 0.262875 0.049125 2023-10-30T15:58:59.421875
80 0.262125 0.049125 2023-10-30T15:58:59.421875
80 0.260375 0.048750 2023-10-30T15:58:59.421875
80 0.259625 0.048500 2023-10-30T15:58:59.421875
80 0.259125 0.048250 2023-10-30T15:58:59.421875
80 0.258875 0.048125 2023-10-30T15:58:59.421875
80 0.258000 0.047875 2023-10-30T15:58:59.421875
80 0.257125 0.047750 2023-10-30T15:58:59.421875
80 0.256000 0.047500 2023-10-30T15:58:59.421875
80 0.254375 0.047375 2023-10-30T15:58:59.421875
80 0.254375 0.047000 2023-10-30T15:58:59.421875
80 0.253750 0.046750 2023-10-30T15:58:59.421875
80 0.253875 0.046625 2023-10-30T15:58:59.421875
80 0.252500 0.046750 2023-10-30T15:58:59.421875
80 0.251500 0.046625 2023-10-30T15:58:59.421875
80 0.249875 0.046250 2023-10-30T15:58:59.421875
80 0.249375 0.046125 2023-10-30T15:58:59.421875
80 0.248875 0.045625 2023-10-30T15:58:59.437500
80 0.248875 0.045375 2023-10-30T15:58:59.437500
80 0.247375 0.045375 2023-10-30T15:58:59.437500
80 0.246500 0.045375 2023-10-30T15:58:59.437500
80 0.244625 0.045250 2023-10-30T15:58:59.437500
80 0.244000 0.045000 2023-10-30T15:58:59.437500
80 0.243500 0.044500 2023-10-30T15:58:59.437500
80 0.243500 0.044250 2023-10-30T15:58:59.437500
80 0.242750 0.044375 2023-10-30T15:58:59.437500
80 0.241500 0.044125 2023-10-30T15:58:59.437500
80 0.240250 0.044125 2023-10-30T15:58:59.437500
80 0.239000 0.043750 2023-10-30T15:58:59.437500
80 0.238500 0.043625 2023-10-30T15:58:59.437500
80 0.238125 0.043125 2023-10-30T15:58:59.437500
80 0.237875 0.043250 2023-10-30T15:58:59.437500
80 0.236750 0.043125 2023-10-30T15:58:59.437500
80 0.235750 0.043000 2023-10-30T15:58:59.437500
80 0.234250 0.042875 2023-10-30T15:58:59.437500
80 0.233500 0.042625 2023-10-30T15:58:59.437500
80 0.233125 0.042125 2023-10-30T15:58:59.437500
80 0.233250 0.042125 2023-10-30T15:58:59.437500
80 0.231875 0.041750 2023-10-30T15:58:59.437500
80 0.230625 0.041875 2023-10-30T15:58:59.437500
80 0.229125 0.041625 2023-10-30T15:58:59.437500
100 0.229000 0.041375 2023-10-30T15:59:05.953125
100 0.228375 0.041125 2023-10-30T15:59:05.953125
100 0.228000 0.041000 2023-10-30T15:59:05.953125
100 0.227125 0.040750 2023-10-30T15:59:05.953125
100 0.226125 0.040625 2023-10-30T15:59:05.953125
100 0.224625 0.040375 2023-10-30T15:59:05.953125
100 0.223375 0.040250 2023-10-30T15:59:05.968750
100 0.223500 0.040125 2023-10-30T15:59:05.968750
100 0.223000 0.039875 2023-10-30T15:59:05.968750
100 0.222500 0.039625 2023-10-30T15:59:05.968750
100 0.221125 0.039875 2023-10-30T15:59:05.968750
100 0.220250 0.039500 2023-10-30T15:59:05.968750
100 0.219000 0.039125 2023-10-30T15:59:05.968750
100 0.218250 0.039000 2023-10-30T15:59:05.968750
100 0.218125 0.038625 2023-10-30T15:59:05.968750
100 0.218000 0.038625 2023-10-30T15:59:05.968750
100 0.216750 0.038625 2023-10-30T15:59:05.968750
100 0.215750 0.038625 2023-10-30T15:59:05.968750
100 0.214250 0.038250 2023-10-30T15:59:05.968750
100 0.213750 0.038125 2023-10-30T15:59:05.968750
100 0.213500 0.037625 2023-10-30T15:59:05.968750
100 0.213125 0.037500 2023-10-30T15:59:05.968750
100 0.212000 0.037875 2023-10-30T15:59:05.968750
100 0.211250 0.037500 2023-10-30T15:59:05.968750
100 0.210000 0.037250 2023-10-30T15:59:05.968750
100 0.208875 0.036875 2023-10-30T15:59:05.968750
100 0.208750 0.036750 2023-10-30T15:59:05.968750
100 0.208625 0.036625 2023-10-30T15:59:05.968750
100 0.207625 0.036500 2023-10-30T15:59:05.968750
100 0.206750 0.036375 2023-10-30T15:59:05.968750
100 0.205875 0.036375 2023-10-30T15:59:05.968750
100 0.204625 0.036125 2023-10-30T15:59:05.968750
100 0.204000 0.035875 2023-10-30T15:59:05.968750
100 0.203875 0.035500 2023-10-30T15:59:05.968750
100 0.203750 0.035375 2023-10-30T15:59:05.968750
100 0.202625 0.035500 2023-10-30T15:59:05.984375
100 0.201750 0.035375 2023-10-30T15:59:05.984375
100 0.200125 0.035250 2023-10-30T15:59:05.984375
100 0.199875 0.034875 2023-10-30T15:59:05.984375
100 0.199500 0.034500 2023-10-30T15:59:05.984375
100 0.199250 0.034375 2023-10-30T15:59:05.984375
100 0.198375 0.034125 2023-10-30T15:59:05.984375
100 0.197375 0.034375 2023-10-30T15:59:05.984375
100 0.195875 0.034125 2023-10-30T15:59:05.984375
100 0.195250 0.033625 2023-10-30T15:59:05.984375
100 0.194750 0.033375 2023-10-30T15:59:05.984375
100 0.194750 0.033375 2023-10-30T15:59:05.984375
100 0.194000 0.033250 2023-10-30T15:59:05.984375
100 0.193250 0.033375 2023-10-30T15:59:05.984375
100 0.192000 0.033250 2023-10-30T15:59:05.984375
120 0.190750 0.033000 2023-10-30T15:59:12.500000
120 0.190625 0.032875 2023-10-30T15:59:12.500000
120 0.190000 0.032250 2023-10-30T15:59:12.500000
120 0.189875 0.032125 2023-10-30T15:59:12.500000
120 0.188750 0.032375 2023-10-30T15:59:12.500000
120 0.187625 0.032375 2023-10-30T15:59:12.500000
120 0.186250 0.032000 2023-10-30T15:59:12.500000
120 0.186250 0.031750 2023-10-30T15:59:12.500000
120 0.185500 0.031375 2023-10-30T15:59:12.500000
120 0.185500 0.031375 2023-10-30T15:59:12.500000
120 0.184625 0.031375 2023-10-30T15:59:12.500000
120 0.183875 0.031500 2023-10-30T15:59:12.500000
120 0.182250 0.031000 2023-10-30T15:59:12.500000
120 0.182000 0.030875 2023-10-30T15:59:12.500000
120 0.181500 0.030375 2023-10-30T15:59:12.515625
120 0.181125 0.030250 2023-10-30T15:59:12.515625
120 0.180625 0.030375 2023-10-30T15:59:12.515625
120 0.179125 0.030250 2023-10-30T15:59:12.515625
120 0.178000 0.030125 2023-10-30T15:59:12.515625
120 0.177250 0.029875 2023-10-30T15:59:12.515625
120 0.177000 0.029625 2023-10-30T15:59:12.515625
120 0.176875 0.029250 2023-10-30T15:59:12.515625
120 0.176000 0.029500 2023-10-30T15:59:12.515625
120 0.175250 0.029250 2023-10-30T15:59:12.515625
120 0.174125 0.029250 2023-10-30T15:59:12.515625
120 0.172875 0.028750 2023-10-30T15:59:12.515625
120 0.172875 0.028625 2023-10-30T15:59:12.515625
120 0.172500 0.028375 2023-10-30T15:59:12.515625
120 0.172500 0.028375 2023-10-30T15:59:12.515625
120 0.171125 0.028375 2023-10-30T15:59:12.515625
120 0.170375 0.028250 2023-10-30T15:59:12.515625
120 0.168750 0.028000 2023-10-30T15:59:12.515625
120 0.168375 0.027750 2023-10-30T15:59:12.515625
120 0.168250 0.027375 2023-10-30T15:59:12.515625
120 0.168125 0.027375 2023-10-30T15:59:12.515625
120 0.166875 0.027250 2023-10-30T15:59:12.515625
120 0.166500 0.027500 2023-10-30T15:59:12.515625
120 0.165000 0.027375 2023-10-30T15:59:12.515625
120 0.164375 0.027000 2023-10-30T15:59:12.515625
120 0.164000 0.026875 2023-10-30T15:59:12.515625
120 0.163625 0.026375 2023-10-30T15:59:12.515625
120 0.163250 0.026250 2023-10-30T15:59:12.515625
120 0.162375 0.026625 2023-10-30T15:59:12.515625
120 0.161125 0.026375 2023-10-30T15:59:12.531250
120 0.160000 0.026000 2023-10-30T15:59:12.531250
120 0.159625 0.025875 2023-10-30T15:59:12.531250
120 0.159625 0.025375 2023-10-30T15:59:12.531250
120 0.159250 0.025750 2023-10-30T15:59:12.531250
120 0.158250 0.025500 2023-10-30T15:59:12.531250
120 0.157250 0.025375 2023-10-30T15:59:12.531250
140 0.155500 0.025375 2023-10-30T15:59:19.046875
140 0.155625 0.024750 2023-10-30T15:59:19.046875
140 0.155375 0.024750 2023-10-30T15:59:19.046875
140 0.155125 0.024625 2023-10-30T15:59:19.046875
140 0.154250 0.024750 2023-10-30T15:59:19.046875
140 0.153500 0.024500 2023-10-30T15:59:19.046875
140 0.151875 0.024250 2023-10-30T15:59:19.046875
140 0.151500 0.024375 2023-10-30T15:59:19.046875
140 0.151000 0.023875 2023-10-30T15:59:19.046875
140 0.151000 0.023750 2023-10-30T15:59:19.046875
140 0.150250 0.023625 2023-10-30T15:59:19.046875
140 0.149500 0.023750 2023-10-30T15:59:19.046875
140 0.148125 0.023500 2023-10-30T15:59:19.046875
140 0.147500 0.023250 2023-10-30T15:59:19.046875
140 0.147000 0.022875 2023-10-30T15:59:19.046875
140 0.147000 0.022875 2023-10-30T15:59:19.046875
140 0.146500 0.023000 2023-10-30T15:59:19.046875
140 0.145625 0.022875 2023-10-30T15:59:19.046875
140 0.144500 0.022625 2023-10-30T15:59:19.046875
140 0.143125 0.022625 2023-10-30T15:59:19.046875
140 0.143000 0.022375 2023-10-30T15:59:19.046875
140 0.143125 0.022000 2023-10-30T15:59:19.062500
140 0.142625 0.022000 2023-10-30T15:59:19.062500
140 0.141625 0.022125 2023-10-30T15:59:19.062500
140 0.140875 0.021750 2023-10-30T15:59:19.062500
140 0.139375 0.021750 2023-10-30T15:59:19.062500
140 0.139000 0.021625 2023-10-30T15:59:19.062500
140 0.138875 0.021500 2023-10-30T15:59:19.062500
140 0.139000 0.021250 2023-10-30T15:59:19.062500
140 0.138000 0.021125 2023-10-30T15:59:19.062500
140 0.137125 0.021250 2023-10-30T15:59:19.062500
140 0.135750 0.021000 2023-10-30T15:59:19.062500
140 0.135125 0.020625 2023-10-30T15:59:19.062500
140 0.134875 0.020500 2023-10-30T15:59:19.062500
140 0.135000 0.020500 2023-10-30T15:59:19.062500
140 0.134375 0.020500 2023-10-30T15:59:19.062500
140 0.133625 0.020375 2023-10-30T15:59:19.062500
140 0.132250 0.020375 2023-10-30T15:59:19.062500
140 0.131250 0.020125 2023-10-30T15:59:19.062500
140 0.131125 0.019875 2023-10-30T15:59:19.062500
140 0.131000 0.019500 2023-10-30T15:59:19.062500
140 0.130625 0.019250 2023-10-30T15:59:19.062500
140 0.129625 0.019250 2023-10-30T15:59:19.062500
140 0.129000 0.019375 2023-10-30T15:59:19.062500
140 0.127750 0.019375 2023-10-30T15:59:19.062500
140 0.127250 0.019125 2023-10-30T15:59:19.062500
140 0.126875 0.018875 2023-10-30T15:59:19.062500
140 0.127000 0.018500 2023-10-30T15:59:19.062500
140 0.126125 0.018750 2023-10-30T15:59:19.062500
140 0.125500 0.018625 2023-10-30T15:59:19.078125
160 0.124000 0.018500 2023-10-30T15:59:25.593750
160 0.123625 0.018250 2023-10-30T15:59:25.593750
160 0.123000 0.018000 2023-10-30T15:59:25.593750
160 0.123375 0.018000 2023-10-30T15:59:25.593750
160 0.122875 0.018000 2023-10-30T15:59:25.593750
160 0.121750 0.018125 2023-10-30T15:59:25.593750
160 0.120500 0.017750 2023-10-30T15:59:25.593750
160 0.119625 0.017500 2023-10-30T15:59:25.593750
160 0.119250 0.017250 2023-10-30T15:59:25.593750
160 0.119375 0.017250 2023-10-30T15:59:25.593750
160 0.118875 0.017000 2023-10-30T15:59:25.593750
160 0.118250 0.017000 2023-10-30T15:59:25.593750
160 0.117125 0.017250 2023-10-30T15:59:25.593750
160 0.115875 0.016875 2023-10-30T15:59:25.593750
160 0.115750 0.016750 2023-10-30T15:59:25.593750
160 0.115750 0.016500 2023-10-30T15:59:25.593750
160 0.115750 0.016375 2023-10-30T15:59:25.593750
160 0.114625 0.016125 2023-10-30T15:59:25.593750
160 0.113750 0.016500 2023-10-30T15:59:25.593750
160 0.112625 0.016000 2023-10-30T15:59:25.593750
160 0.112375 0.016000 2023-10-30T15:59:25.593750
160 0.111750 0.015625 2023-10-30T15:59:25.593750
160 0.112000 0.015625 2023-10-30T15:59:25.593750
160 0.111125 0.015625 2023-10-30T15:59:25.593750
160 0.110625 0.015875 2023-10-30T15:59:25.593750
160 0.109375 0.015250 2023-10-30T15:59:25.593750
160 0.108750 0.015250 2023-10-30T15:59:25.593750
160 0.108500 0.015000 2023-10-30T15:59:25.593750
160 0.108750 0.014875 2023-10-30T15:59:25.609375
160 0.107875 0.015000 2023-10-30T15:59:25.609375
160 0.106875 0.015000 2023-10-30T15:59:25.609375
160 0.106375 0.014875 2023-10-30T15:59:25.609375
160 0.105250 0.014625 2023-10-30T15:59:25.609375
160 0.105250 0.014500 2023-10-30T15:59:25.609375
160 0.105250 0.014250 2023-10-30T15:59:25.609375
160 0.105000 0.014375 2023-10-30T15:59:25.609375
160 0.104250 0.014375 2023-10-30T15:59:25.609375
160 0.103000 0.014125 2023-10-30T15:59:25.609375
160 0.102250 0.014000 2023-10-30T15:59:25.609375
160 0.102000 0.013750 2023-10-30T15:59:25.609375
160 0.101750 0.013625 2023-10-30T15:59:25.609375
160 0.101875 0.013750 2023-10-30T15:59:25.609375
160 0.101000 0.013625 2023-10-30T15:59:25.609375
160 0.100500 0.013500 2023-10-30T15:59:25.609375
160 0.098750 0.013500 2023-10-30T15:59:25.609375
160 0.098625 0.013125 2023-10-30T15:59:25.609375
160 0.098000 0.013000 2023-10-30T15:59:25.609375
160 0.098500 0.013000 2023-10-30T15:59:25.609375
160 0.097750 0.013000 2023-10-30T15:59:25.609375
160 0.097125 0.012875 2023-10-30T15:59:25.609375
180 0.096000 0.012750 2023-10-30T15:59:32.125000
180 0.095250 0.012625 2023-10-30T15:59:32.125000
180 0.095000 0.012625 2023-10-30T15:59:32.125000
180 0.095125 0.012250 2023-10-30T15:59:32.125000
180 0.094750 0.012250 2023-10-30T15:59:32.125000
180 0.093750 0.012250 2023-10-30T15:59:32.125000
180 0.092750 0.012375 2023-10-30T15:59:32.125000
180 0.091625 0.011875 2023-10-30T15:59:32.125000
180 0.091875 0.011875 2023-10-30T15:59:32.140625
180 0.091625 0.011625 2023-10-30T15:59:32.140625
180 0.091500 0.011750 2023-10-30T15:59:32.140625
180 0.090625 0.011500 2023-10-30T15:59:32.140625
180 0.090250 0.011625 2023-10-30T15:59:32.140625
180 0.088625 0.011375 2023-10-30T15:59:32.140625
180 0.088625 0.011250 2023-10-30T15:59:32.140625
180 0.088375 0.010875 2023-10-30T15:59:32.140625
180 0.088625 0.011000 2023-10-30T15:59:32.140625
180 0.087875 0.011125 2023-10-30T15:59:32.140625
180 0.087000 0.011125 2023-10-30T15:59:32.140625
180 0.085625 0.010875 2023-10-30T15:59:32.140625
180 0.085125 0.010875 2023-10-30T15:59:32.140625
180 0.085125 0.010375 2023-10-30T15:59:32.140625
180 0.085250 0.010500 2023-10-30T15:59:32.140625
180 0.084625 0.010500 2023-10-30T15:59:32.140625
180 0.083875 0.010250 2023-10-30T15:59:32.140625
180 0.082875 0.010375 2023-10-30T15:59:32.140625
180 0.082125 0.010125 2023-10-30T15:59:32.140625
180 0.082000 0.010000 2023-10-30T15:59:32.140625
180 0.082000 0.009750 2023-10-30T15:59:32.140625
180 0.081625 0.009875 2023-10-30T15:59:32.140625
180 0.080750 0.009750 2023-10-30T15:59:32.140625
180 0.080250 0.009750 2023-10-30T15:59:32.140625
180 0.079125 0.009750 2023-10-30T15:59:32.140625
180 0.079125 0.009375 2023-10-30T15:59:32.140625
180 0.078875 0.009250 2023-10-30T15:59:32.140625
180 0.078875 0.009250 2023-10-30T15:59:32.140625
180 0.078000 0.009375 2023-10-30T15:59:32.140625
180 0.077375 0.009250 2023-10-30T15:59:32.156250
180 0.076125 0.009000 2023-10-30T15:59:32.156250
180 0.076000 0.009000 2023-10-30T15:59:32.156250
180 0.076000 0.008875 2023-10-30T15:59:32.156250
180 0.076000 0.008875 2023-10-30T15:59:32.156250
180 0.075125 0.008875 2023-10-30T15:59:32.156250
180 0.074875 0.008875 2023-10-30T15:59:32.156250
180 0.073500 0.008375 2023-10-30T15:59:32.156250
180 0.073000 0.008125 2023-10-30T15:59:32.156250
180 0.072750 0.008250 2023-10-30T15:59:32.156250
180 0.073000 0.008250 2023-10-30T15:59:32.156250
