ANGLE	A0	A1	DATETIME
23.0	1.7431875	1.7776875	2023-12-06T14:56:01.843750
23.0	1.7428125	1.777125	2023-12-06T14:56:01.843750
23.0	1.7431875	1.777125	2023-12-06T14:56:01.843750
23.0	1.74375	1.7775	2023-12-06T14:56:01.843750
23.0	1.743375	1.7773125	2023-12-06T14:56:01.843750
23.0	1.7420625	1.7769375	2023-12-06T14:56:01.843750
23.0	1.741875	1.77675	2023-12-06T14:56:01.843750
23.0	1.74225	1.7773125	2023-12-06T14:56:01.843750
23.0	1.7424375	1.7773125	2023-12-06T14:56:01.843750
23.0	1.7416875	1.7773125	2023-12-06T14:56:01.843750
23.0	1.7415	1.7775	2023-12-06T14:56:01.843750
23.0	1.74225	1.7776875	2023-12-06T14:56:01.843750
23.0	1.74375	1.7776875	2023-12-06T14:56:01.843750
23.0	1.7431875	1.7780625	2023-12-06T14:56:01.843750
23.0	1.742625	1.7784375	2023-12-06T14:56:01.843750
23.0	1.742625	1.7784375	2023-12-06T14:56:01.843750
23.0	1.743	1.7780625	2023-12-06T14:56:01.843750
23.0	1.74375	1.7773125	2023-12-06T14:56:01.843750
23.0	1.7445	1.7773125	2023-12-06T14:56:01.843750
23.0	1.74375	1.7773125	2023-12-06T14:56:01.843750
23.0	1.743375	1.7775	2023-12-06T14:56:01.859375
23.0	1.742625	1.777125	2023-12-06T14:56:01.859375
23.0	1.743	1.77675	2023-12-06T14:56:01.859375
23.0	1.7424375	1.777125	2023-12-06T14:56:01.859375
23.0	1.74225	1.7773125	2023-12-06T14:56:01.859375
23.0	1.7420625	1.7773125	2023-12-06T14:56:01.859375
23.0	1.7420625	1.7775	2023-12-06T14:56:01.859375
23.0	1.7424375	1.7776875	2023-12-06T14:56:01.859375
23.0	1.7424375	1.777875	2023-12-06T14:56:01.859375
24.0	1.735875	1.7735625	2023-12-06T14:56:03.734375
24.0	1.7360625	1.77375	2023-12-06T14:56:03.734375
24.0	1.7368125	1.77375	2023-12-06T14:56:03.734375
24.0	1.738125	1.774125	2023-12-06T14:56:03.734375
24.0	1.73775	1.7743125	2023-12-06T14:56:03.734375
24.0	1.7375625	1.7743125	2023-12-06T14:56:03.734375
24.0	1.737375	1.774125	2023-12-06T14:56:03.734375
24.0	1.737375	1.774125	2023-12-06T14:56:03.734375
24.0	1.7379375	1.7735625	2023-12-06T14:56:03.734375
24.0	1.7385	1.7735625	2023-12-06T14:56:03.734375
24.0	1.7379375	1.7739375	2023-12-06T14:56:03.734375
24.0	1.7371875	1.77375	2023-12-06T14:56:03.734375
24.0	1.7368125	1.7731875	2023-12-06T14:56:03.750000
24.0	1.7371875	1.7728125	2023-12-06T14:56:03.750000
24.0	1.736625	1.7731875	2023-12-06T14:56:03.750000
24.0	1.7364375	1.7735625	2023-12-06T14:56:03.750000
24.0	1.7360625	1.773375	2023-12-06T14:56:03.750000
24.0	1.7364375	1.773375	2023-12-06T14:56:03.750000
24.0	1.7364375	1.77375	2023-12-06T14:56:03.750000
24.0	1.7371875	1.77375	2023-12-06T14:56:03.750000
24.0	1.737	1.774125	2023-12-06T14:56:03.750000
24.0	1.737	1.7745	2023-12-06T14:56:03.750000
24.0	1.73775	1.7745	2023-12-06T14:56:03.750000
24.0	1.738125	1.7743125	2023-12-06T14:56:03.750000
24.0	1.737	1.7739375	2023-12-06T14:56:03.750000
24.0	1.7371875	1.7731875	2023-12-06T14:56:03.750000
24.0	1.738125	1.773375	2023-12-06T14:56:03.750000
24.0	1.7385	1.7735625	2023-12-06T14:56:03.750000
24.0	1.737375	1.773375	2023-12-06T14:56:03.750000
24.0	1.7364375	1.773	2023-12-06T14:56:03.750000
24.0	1.7364375	1.773	2023-12-06T14:56:03.750000
24.0	1.737375	1.773375	2023-12-06T14:56:03.750000
24.0	1.737	1.77375	2023-12-06T14:56:03.765625
24.0	1.735875	1.7735625	2023-12-06T14:56:03.765625
24.0	1.7356875	1.77375	2023-12-06T14:56:03.765625
24.0	1.7368125	1.7735625	2023-12-06T14:56:03.765625
24.0	1.7368125	1.7735625	2023-12-06T14:56:03.765625
24.0	1.7375625	1.7735625	2023-12-06T14:56:03.765625
24.0	1.7371875	1.774125	2023-12-06T14:56:03.765625
24.0	1.7371875	1.7746875	2023-12-06T14:56:03.765625
24.0	1.7375625	1.774125	2023-12-06T14:56:03.765625
24.0	1.7383125	1.77375	2023-12-06T14:56:03.765625
24.0	1.7385	1.7731875	2023-12-06T14:56:03.765625
24.0	1.738125	1.7731875	2023-12-06T14:56:03.765625
24.0	1.737375	1.7735625	2023-12-06T14:56:03.765625
24.0	1.737375	1.7731875	2023-12-06T14:56:03.765625
24.0	1.7368125	1.773	2023-12-06T14:56:03.765625
24.0	1.7364375	1.773	2023-12-06T14:56:03.765625
24.0	1.7364375	1.773375	2023-12-06T14:56:03.765625
24.0	1.7368125	1.77375	2023-12-06T14:56:03.765625
25.0	1.731	1.7690625	2023-12-06T14:56:05.734375
25.0	1.731375	1.76925	2023-12-06T14:56:05.734375
25.0	1.732125	1.7690625	2023-12-06T14:56:05.734375
25.0	1.731375	1.7686875	2023-12-06T14:56:05.734375
25.0	1.7315625	1.768125	2023-12-06T14:56:05.750000
25.0	1.7319375	1.7683125	2023-12-06T14:56:05.750000
25.0	1.7323125	1.768125	2023-12-06T14:56:05.750000
25.0	1.7323125	1.768125	2023-12-06T14:56:05.750000
25.0	1.731375	1.7683125	2023-12-06T14:56:05.750000
25.0	1.7304375	1.7679375	2023-12-06T14:56:05.750000
25.0	1.73025	1.7675625	2023-12-06T14:56:05.750000
25.0	1.731	1.7679375	2023-12-06T14:56:05.750000
25.0	1.7308125	1.768125	2023-12-06T14:56:05.750000
25.0	1.7296875	1.768125	2023-12-06T14:56:05.750000
25.0	1.7295	1.7683125	2023-12-06T14:56:05.750000
25.0	1.7304375	1.7683125	2023-12-06T14:56:05.750000
25.0	1.7311875	1.7683125	2023-12-06T14:56:05.750000
25.0	1.730625	1.7690625	2023-12-06T14:56:05.750000
25.0	1.730625	1.7690625	2023-12-06T14:56:05.750000
25.0	1.731	1.76925	2023-12-06T14:56:05.750000
25.0	1.732125	1.7686875	2023-12-06T14:56:05.750000
25.0	1.732125	1.7686875	2023-12-06T14:56:05.750000
25.0	1.732125	1.768125	2023-12-06T14:56:05.750000
25.0	1.731	1.768125	2023-12-06T14:56:05.750000
25.0	1.731	1.7683125	2023-12-06T14:56:05.765625
25.0	1.7315625	1.7683125	2023-12-06T14:56:05.765625
25.0	1.731	1.7679375	2023-12-06T14:56:05.765625
25.0	1.7296875	1.7679375	2023-12-06T14:56:05.765625
25.0	1.7300625	1.7683125	2023-12-06T14:56:05.765625
25.0	1.7300625	1.7685	2023-12-06T14:56:05.765625
25.0	1.7304375	1.7683125	2023-12-06T14:56:05.765625
25.0	1.7296875	1.7683125	2023-12-06T14:56:05.765625
25.0	1.729875	1.7683125	2023-12-06T14:56:05.765625
25.0	1.730625	1.7686875	2023-12-06T14:56:05.765625
25.0	1.73175	1.7690625	2023-12-06T14:56:05.765625
25.0	1.73175	1.76925	2023-12-06T14:56:05.765625
25.0	1.731375	1.76925	2023-12-06T14:56:05.765625
25.0	1.7308125	1.768875	2023-12-06T14:56:05.765625
25.0	1.7311875	1.7685	2023-12-06T14:56:05.765625
25.0	1.732125	1.7679375	2023-12-06T14:56:05.765625
25.0	1.7319375	1.768125	2023-12-06T14:56:05.765625
25.0	1.731	1.7683125	2023-12-06T14:56:05.765625
25.0	1.7308125	1.7679375	2023-12-06T14:56:05.765625
25.0	1.730625	1.76775	2023-12-06T14:56:05.765625
25.0	1.7311875	1.7679375	2023-12-06T14:56:05.781250
25.0	1.730625	1.7683125	2023-12-06T14:56:05.781250
25.0	1.729875	1.7683125	2023-12-06T14:56:05.781250
25.0	1.7295	1.7683125	2023-12-06T14:56:05.781250
25.0	1.73025	1.7685	2023-12-06T14:56:05.781250
25.0	1.7308125	1.7686875	2023-12-06T14:56:05.781250
26.0	1.723125	1.761375	2023-12-06T14:56:08.218750
26.0	1.722375	1.7615625	2023-12-06T14:56:08.218750
26.0	1.72275	1.7615625	2023-12-06T14:56:08.218750
26.0	1.7235	1.7615625	2023-12-06T14:56:08.218750
26.0	1.72425	1.762125	2023-12-06T14:56:08.218750
26.0	1.723875	1.7625	2023-12-06T14:56:08.218750
26.0	1.723875	1.7623125	2023-12-06T14:56:08.218750
26.0	1.723875	1.7623125	2023-12-06T14:56:08.218750
26.0	1.723875	1.76175	2023-12-06T14:56:08.218750
26.0	1.724625	1.761375	2023-12-06T14:56:08.218750
26.0	1.7248125	1.7611875	2023-12-06T14:56:08.218750
26.0	1.7235	1.7615625	2023-12-06T14:56:08.218750
26.0	1.7229375	1.7611875	2023-12-06T14:56:08.218750
26.0	1.7225625	1.761	2023-12-06T14:56:08.218750
26.0	1.7236875	1.7611875	2023-12-06T14:56:08.218750
26.0	1.7233125	1.7615625	2023-12-06T14:56:08.218750
26.0	1.72275	1.76175	2023-12-06T14:56:08.218750
26.0	1.722	1.76175	2023-12-06T14:56:08.234375
26.0	1.72275	1.76175	2023-12-06T14:56:08.234375
26.0	1.7236875	1.76175	2023-12-06T14:56:08.234375
26.0	1.723125	1.7619375	2023-12-06T14:56:08.234375
26.0	1.7233125	1.7619375	2023-12-06T14:56:08.234375
26.0	1.7233125	1.7625	2023-12-06T14:56:08.234375
26.0	1.723875	1.7623125	2023-12-06T14:56:08.234375
26.0	1.7248125	1.762125	2023-12-06T14:56:08.234375
26.0	1.72425	1.7615625	2023-12-06T14:56:08.234375
26.0	1.72425	1.7611875	2023-12-06T14:56:08.234375
26.0	1.72425	1.761375	2023-12-06T14:56:08.234375
26.0	1.7240625	1.7615625	2023-12-06T14:56:08.234375
26.0	1.7233125	1.761375	2023-12-06T14:56:08.234375
26.0	1.72275	1.7608125	2023-12-06T14:56:08.234375
26.0	1.72275	1.7611875	2023-12-06T14:56:08.234375
26.0	1.723125	1.761375	2023-12-06T14:56:08.234375
26.0	1.7233125	1.7615625	2023-12-06T14:56:08.234375
26.0	1.722375	1.7615625	2023-12-06T14:56:08.234375
26.0	1.7221875	1.76175	2023-12-06T14:56:08.234375
26.0	1.7221875	1.76175	2023-12-06T14:56:08.234375
26.0	1.72275	1.76175	2023-12-06T14:56:08.250000
26.0	1.723875	1.7623125	2023-12-06T14:56:08.250000
26.0	1.7236875	1.7625	2023-12-06T14:56:08.250000
26.0	1.7236875	1.7623125	2023-12-06T14:56:08.250000
26.0	1.7235	1.7619375	2023-12-06T14:56:08.250000
26.0	1.7244375	1.761375	2023-12-06T14:56:08.250000
26.0	1.724625	1.761375	2023-12-06T14:56:08.250000
26.0	1.723875	1.7615625	2023-12-06T14:56:08.250000
26.0	1.723125	1.76175	2023-12-06T14:56:08.250000
26.0	1.7229375	1.761375	2023-12-06T14:56:08.250000
26.0	1.7235	1.7611875	2023-12-06T14:56:08.250000
26.0	1.722375	1.7611875	2023-12-06T14:56:08.250000
26.0	1.7221875	1.7615625	2023-12-06T14:56:08.250000
27.0	1.7165625	1.75425	2023-12-06T14:56:10.562500
27.0	1.7154375	1.753875	2023-12-06T14:56:10.562500
27.0	1.714875	1.7535	2023-12-06T14:56:10.562500
27.0	1.715625	1.7535	2023-12-06T14:56:10.578125
27.0	1.716375	1.753875	2023-12-06T14:56:10.578125
27.0	1.7150625	1.75425	2023-12-06T14:56:10.578125
27.0	1.714875	1.7540625	2023-12-06T14:56:10.578125
27.0	1.714875	1.7540625	2023-12-06T14:56:10.578125
27.0	1.7146875	1.75425	2023-12-06T14:56:10.578125
27.0	1.716	1.75425	2023-12-06T14:56:10.578125
27.0	1.7158125	1.754625	2023-12-06T14:56:10.578125
27.0	1.715625	1.7551875	2023-12-06T14:56:10.578125
27.0	1.7158125	1.755	2023-12-06T14:56:10.578125
27.0	1.7165625	1.754625	2023-12-06T14:56:10.578125
27.0	1.71675	1.7540625	2023-12-06T14:56:10.578125
27.0	1.7161875	1.753875	2023-12-06T14:56:10.578125
27.0	1.716375	1.7540625	2023-12-06T14:56:10.578125
27.0	1.7161875	1.7540625	2023-12-06T14:56:10.578125
27.0	1.7158125	1.7540625	2023-12-06T14:56:10.578125
27.0	1.714875	1.7536875	2023-12-06T14:56:10.578125
27.0	1.71525	1.7536875	2023-12-06T14:56:10.578125
27.0	1.71525	1.7536875	2023-12-06T14:56:10.578125
27.0	1.71525	1.753875	2023-12-06T14:56:10.578125
27.0	1.7154375	1.7540625	2023-12-06T14:56:10.593750
27.0	1.7143125	1.75425	2023-12-06T14:56:10.593750
27.0	1.7143125	1.7540625	2023-12-06T14:56:10.593750
27.0	1.7154375	1.7544375	2023-12-06T14:56:10.593750
27.0	1.7165625	1.7548125	2023-12-06T14:56:10.593750
27.0	1.71675	1.755	2023-12-06T14:56:10.593750
27.0	1.7158125	1.7548125	2023-12-06T14:56:10.593750
27.0	1.716	1.7544375	2023-12-06T14:56:10.593750
27.0	1.716375	1.753875	2023-12-06T14:56:10.593750
27.0	1.7175	1.753875	2023-12-06T14:56:10.593750
27.0	1.716375	1.75425	2023-12-06T14:56:10.593750
27.0	1.715625	1.75425	2023-12-06T14:56:10.593750
27.0	1.71525	1.753875	2023-12-06T14:56:10.593750
27.0	1.71525	1.753875	2023-12-06T14:56:10.593750
27.0	1.7158125	1.7536875	2023-12-06T14:56:10.593750
27.0	1.7158125	1.753875	2023-12-06T14:56:10.593750
27.0	1.71525	1.75425	2023-12-06T14:56:10.593750
27.0	1.7146875	1.7540625	2023-12-06T14:56:10.593750
27.0	1.7150625	1.75425	2023-12-06T14:56:10.593750
27.0	1.716	1.7544375	2023-12-06T14:56:10.593750
27.0	1.716	1.7544375	2023-12-06T14:56:10.609375
27.0	1.7158125	1.7548125	2023-12-06T14:56:10.609375
27.0	1.7158125	1.7551875	2023-12-06T14:56:10.609375
27.0	1.7165625	1.7548125	2023-12-06T14:56:10.609375
27.0	1.716	1.75425	2023-12-06T14:56:10.609375
27.0	1.7161875	1.753875	2023-12-06T14:56:10.609375
27.0	1.7161875	1.753875	2023-12-06T14:56:10.609375
28.0	1.7056875	1.74525	2023-12-06T14:56:12.484375
